x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
242.34822068414147,-501.69915002755374,0.0,Epithelial
195.34360543947574,296.7420280253064,0.0,Epithelial
231.26277108523638,-133.0034771628492,0.0,Epithelial
158.5236271003976,214.50101889488695,0.0,Epithelial
140.34413594381658,226.9160487550677,0.0,Epithelial
15.986748835634675,557.7047347263601,0.0,Epithelial
262.55527091549123,-46.9591010401978,0.0,Epithelial
78.78044237915222,254.8216422413057,0.0,Epithelial
57.083229492799155,260.5416135028779,0.0,Epithelial
-169.11310153563147,531.686849718456,0.0,Epithelial
-213.20435101615098,515.5909735268051,0.0,Epithelial
-9.804977910796014,266.54134738193886,0.0,Epithelial
-31.758893186995138,264.912707094179,0.0,Epithelial
-54.3148906011136,261.1327633886639,0.0,Epithelial
557.0356995592782,31.644536511731367,0.0,Epithelial
-97.28989759659929,248.34472670393913,0.0,Epithelial
543.8641652058229,124.50669491839943,0.0,Epithelial
-142.77543513775234,225.25130661820063,0.0,Epithelial
179.81738339498327,196.83695084557564,0.0,Epithelial
-173.8550995577402,202.27415013732946,0.0,Epithelial
-190.24155901569117,186.94538421498893,0.0,Epithelial
-540.1692872641564,139.66849455429784,0.0,Epithelial
-218.69577019313397,152.83824709823458,0.0,Epithelial
-230.90698452439995,133.5005316613359,0.0,Epithelial
-557.9337301139913,0.3163473067334923,0.0,Epithelial
39.15540725661913,263.9208664713677,0.0,Epithelial
-256.93379657545483,71.5922595909178,0.0,Epithelial
-540.3273234118018,-139.0558551416368,0.0,Epithelial
-526.7272624480007,-183.97972243855574,0.0,Epithelial
-509.39935782389017,-227.60149719002712,0.0,Epithelial
-380.01735366936987,-141.16702310015071,0.0,Epithelial
-263.76589525183607,-39.597726677277336,0.0,Epithelial
-351.0008764474402,-202.82924403043617,0.0,Epithelial
-128.69618057418174,234.03150436210083,0.0,Epithelial
-246.7142365703943,-101.50464027378725,0.0,Epithelial
-232.4842332235934,-131.0260354042875,0.0,Epithelial
-264.31162686490524,-307.3772559383948,0.0,Epithelial
-211.69784733112252,-162.2481090533228,0.0,Epithelial
-246.7111058168896,321.6752209409909,0.0,Epithelial
-181.52837178447615,-195.4171888378481,0.0,Epithelial
-297.1091056571637,275.8033662528954,0.0,Epithelial
-146.22901512158785,-223.06389800364676,0.0,Epithelial
-339.1109833067777,222.13747658046864,0.0,Epithelial
-261.3122752563032,53.88194945251319,0.0,Epithelial
-371.52979131017287,162.19411724797115,0.0,Epithelial
-64.34758913069712,-258.8432251944741,0.0,Epithelial
-719.3956514460399,362.03994437994675,0.0,Epithelial
-20.079438981454675,-265.96474124627986,0.0,Epithelial
-769.8762746714194,236.41815992888928,0.0,Epithelial
-552.5117446545341,77.59458288654172,0.0,Epithelial
-557.078609804295,30.879925081583142,0.0,Epithelial
-240.21078495831858,-116.57099942674178,0.0,Epithelial
-554.3799681966462,-62.87287282142305,0.0,Epithelial
111.08127282896046,-242.48995501403454,0.0,Epithelial
-536.0148866704441,-154.8489216695029,0.0,Epithelial
150.1313234174308,-220.45637478862116,0.0,Epithelial
-502.50235123317617,-242.44903439622726,0.0,Epithelial
189.2847408294251,-188.08280682418356,0.0,Epithelial
-292.01773485892056,-281.1884777665915,0.0,Epithelial
-651.8292672241465,-472.99221033346583,0.0,Epithelial
-240.7896122245751,-326.13138479080067,0.0,Epithelial
239.08694881046782,-118.36310715730426,0.0,Epithelial
-182.75692194829966,-361.85801770972574,0.0,Epithelial
-151.69445595645624,-375.93909825431405,0.0,Epithelial
-401.7804603771787,-697.979574418335,0.0,Epithelial
-198.57678238095488,-521.3994713976645,0.0,Epithelial
266.4237810979971,-12.601441245236888,0.0,Epithelial
-108.43110659577088,-547.2959367626862,0.0,Epithelial
264.7701670473931,32.20537373957964,0.0,Epithelial
-15.221233844187196,-557.7261526186433,0.0,Epithelial
127.01840790435448,-234.5351818159765,0.0,Epithelial
78.41878169607654,-552.3953674243052,0.0,Epithelial
238.90118752544979,118.34398670034399,0.0,Epithelial
177.22899576668746,-199.48399584146878,0.0,Epithelial
216.12808529555986,155.8622791262548,0.0,Epithelial
